Index;scenario;dwt_30;dwt_50;dwt_70;dwt_90;dwt_110;dwt_130;stripWidth;vol;peat;location;crit35a
784;ilomantsi_sphagnum_P2_vol_45_sarka_30;-0.244212863;-0.316599362;-0.382033276;-0.442903666;-0.497729163;-0.531264493;30;45;sphagnum_P2;Ilomantsi;-0.602089684
785;ilomantsi_sphagnum_P2_vol_90_sarka_30;-0.306102064;-0.369713141;-0.432885894;-0.496281973;-0.558215697;-0.585656625;30;90;sphagnum_P2;Ilomantsi;-0.438019785
786;ilomantsi_sphagnum_P2_vol_130_sarka_30;-0.354017671;-0.408250873;-0.471914394;-0.536583571;-0.592410948;-0.628181463;30;130;sphagnum_P2;Ilomantsi;-0.3
787;ilomantsi_sphagnum_P2_vol_175_sarka_30;-0.372701537;-0.424347051;-0.48657762;-0.55077732;-0.605945911;-0.641733063;30;175;sphagnum_P2;Ilomantsi;-0.3
788;siikajoki_sphagnum_P1_vol_45_sarka_50;-0.219137261;-0.275203989;-0.310161115;-0.360326609;-0.381053125;-0.405733708;50;45;sphagnum_P1;Siikajoki;-0.858829832
789;siikajoki_sphagnum_P1_vol_90_sarka_50;-0.297339649;-0.334254506;-0.387865801;-0.438852779;-0.459295959;-0.470240907;50;90;sphagnum_P1;Siikajoki;-0.558739465
790;siikajoki_sphagnum_P1_vol_130_sarka_50;-0.331997852;-0.389829814;-0.439170299;-0.478360194;-0.498577495;-0.509160448;50;130;sphagnum_P1;Siikajoki;-0.362256743
791;siikajoki_sphagnum_P1_vol_175_sarka_50;-0.357480961;-0.405212693;-0.453771459;-0.49209887;-0.511888836;-0.522366506;50;175;sphagnum_P1;Siikajoki;-0.3
792;ilomantsi_sphagnum_P1_vol_45_sarka_50;-0.194440637;-0.226065477;-0.248411663;-0.265430642;-0.278706547;-0.284899776;50;45;sphagnum_P1;Ilomantsi;-1.3
793;ilomantsi_sphagnum_P1_vol_90_sarka_50;-0.269524649;-0.298538191;-0.330533314;-0.355057315;-0.368365162;-0.373795162;50;90;sphagnum_P1;Ilomantsi;-0.8587562
794;ilomantsi_sphagnum_P1_vol_130_sarka_50;-0.299296691;-0.332672233;-0.377701359;-0.394810775;-0.40477412;-0.409126588;50;130;sphagnum_P1;Ilomantsi;-0.576962484
795;ilomantsi_sphagnum_P1_vol_175_sarka_50;-0.314253221;-0.361930244;-0.389089234;-0.405901965;-0.415693335;-0.419960014;50;175;sphagnum_P1;Ilomantsi;-0.449953905
796;siikajoki_sphagnum_P2_vol_45_sarka_50;-0.194232445;-0.230792407;-0.249221563;-0.283174157;-0.296555425;-0.301704857;50;45;sphagnum_P2;Siikajoki;-1.3
797;siikajoki_sphagnum_P2_vol_90_sarka_50;-0.289211688;-0.315511626;-0.338904172;-0.363677914;-0.38344179;-0.393016136;50;90;sphagnum_P2;Siikajoki;-0.789577327
798;siikajoki_sphagnum_P2_vol_130_sarka_50;-0.324047888;-0.354141879;-0.382707234;-0.408857108;-0.427939014;-0.436531881;50;130;sphagnum_P2;Siikajoki;-0.472473714
799;siikajoki_sphagnum_P2_vol_175_sarka_50;-0.354680701;-0.384471006;-0.422816782;-0.444036548;-0.475222814;-0.473847154;50;175;sphagnum_P2;Siikajoki;-0.3
800;ilomantsi_sphagnum_P2_vol_45_sarka_50;-0.182010151;-0.209169604;-0.226672261;-0.24086485;-0.252262832;-0.256773258;50;45;sphagnum_P2;Ilomantsi;-1.3
801;ilomantsi_sphagnum_P2_vol_90_sarka_50;-0.262673315;-0.282804325;-0.301279358;-0.316595476;-0.327119159;-0.331021271;50;90;sphagnum_P2;Ilomantsi;-1.3
802;ilomantsi_sphagnum_P2_vol_130_sarka_50;-0.294669912;-0.31314446;-0.331409861;-0.345954333;-0.355374454;-0.360024212;50;130;sphagnum_P2;Ilomantsi;-0.985894162
803;ilomantsi_sphagnum_P2_vol_175_sarka_50;-0.310383191;-0.346060284;-0.371563613;-0.388236834;-0.377309384;-0.382498829;50;175;sphagnum_P2;Ilomantsi;-0.5308957
804;laihia_sphagnum_P1_vol_45_sarka_30;-0.271046893;-0.369021251;-0.504836232;-0.634356497;-0.716471957;-0.764280311;30;45;sphagnum_P1;Laihia;-0.461170961
805;laihia_sphagnum_P1_vol_90_sarka_30;-0.329958436;-0.438268055;-0.566843239;-0.689106742;-0.76824935;-0.821406815;30;90;sphagnum_P1;Laihia;-0.337007912
806;laihia_sphagnum_P1_vol_130_sarka_30;-0.37144759;-0.481676299;-0.610253879;-0.722084645;-0.80230933;-0.851890725;30;130;sphagnum_P1;Laihia;-0.3
807;laihia_sphagnum_P1_vol_175_sarka_30;-0.388639251;-0.497508478;-0.627965166;-0.736594172;-0.816146203;-0.865509882;30;175;sphagnum_P1;Laihia;-0.3
808;viitasaari_sphagnum_P1_vol_45_sarka_30;-0.257552147;-0.342085638;-0.454697182;-0.540750016;-0.60527305;-0.643478427;30;45;sphagnum_P1;Viitasaari;-0.51405604
809;viitasaari_sphagnum_P1_vol_90_sarka_30;-0.305908785;-0.40263824;-0.517937822;-0.588517529;-0.654394632;-0.692994054;30;90;sphagnum_P1;Viitasaari;-0.391163989
810;viitasaari_sphagnum_P1_vol_130_sarka_30;-0.349583997;-0.437789049;-0.545898168;-0.616862646;-0.689089;-0.745990126;30;130;sphagnum_P1;Viitasaari;-0.300943263
811;viitasaari_sphagnum_P1_vol_175_sarka_30;-0.365537454;-0.452929187;-0.558185411;-0.628313315;-0.702105539;-0.75813046;30;175;sphagnum_P1;Viitasaari;-0.3
812;laihia_sphagnum_P2_vol_45_sarka_30;-0.258396216;-0.327428454;-0.427719894;-0.520343514;-0.6091185;-0.687123158;30;45;sphagnum_P2;Laihia;-0.545011909
813;laihia_sphagnum_P2_vol_90_sarka_30;-0.329560636;-0.399870577;-0.495213108;-0.591860309;-0.694138339;-0.760119351;30;90;sphagnum_P2;Laihia;-0.358140751
814;laihia_sphagnum_P2_vol_130_sarka_30;-0.372342564;-0.453035146;-0.528083058;-0.642187335;-0.744115354;-0.803754952;30;130;sphagnum_P2;Laihia;-0.3
815;laihia_sphagnum_P2_vol_175_sarka_30;-0.390106407;-0.476234168;-0.542793839;-0.666881544;-0.761836528;-0.821797736;30;175;sphagnum_P2;Laihia;-0.3
816;viitasaari_sphagnum_P2_vol_45_sarka_30;-0.244665116;-0.307122003;-0.376520212;-0.454790128;-0.505103989;-0.569661121;30;45;sphagnum_P2;Viitasaari;-0.623570904
817;viitasaari_sphagnum_P2_vol_90_sarka_30;-0.295934385;-0.354471692;-0.44694698;-0.517494864;-0.591499645;-0.628750272;30;90;sphagnum_P2;Viitasaari;-0.484721907
818;viitasaari_sphagnum_P2_vol_130_sarka_30;-0.33872069;-0.396857862;-0.486327159;-0.552429121;-0.626553752;-0.667056253;30;130;sphagnum_P2;Viitasaari;-0.338802403
819;viitasaari_sphagnum_P2_vol_175_sarka_30;-0.35690334;-0.414594057;-0.502664965;-0.567036118;-0.639646653;-0.682108338;30;175;sphagnum_P2;Viitasaari;-0.3
820;laihia_sphagnum_P1_vol_45_sarka_50;-0.191557011;-0.245456087;-0.300974185;-0.352425766;-0.378033386;-0.388402938;50;45;sphagnum_P1;Laihia;-0.890570684
821;laihia_sphagnum_P1_vol_90_sarka_50;-0.270878878;-0.308218216;-0.397451258;-0.4340725;-0.451752548;-0.473270206;50;90;sphagnum_P1;Laihia;-0.593646441
822;laihia_sphagnum_P1_vol_130_sarka_50;-0.312550653;-0.382713333;-0.442604052;-0.46977672;-0.50370861;-0.519277245;50;130;sphagnum_P1;Laihia;-0.406750047
823;laihia_sphagnum_P1_vol_175_sarka_50;-0.32992747;-0.41023446;-0.45699548;-0.485437561;-0.519619319;-0.53392113;50;175;sphagnum_P1;Laihia;-0.349989497
824;viitasaari_sphagnum_P1_vol_45_sarka_50;-0.177403923;-0.210970957;-0.244164536;-0.283402482;-0.296587373;-0.302238095;50;45;sphagnum_P1;Viitasaari;-1.3
825;viitasaari_sphagnum_P1_vol_90_sarka_50;-0.228188268;-0.280586584;-0.318106481;-0.339861274;-0.352611255;-0.359102478;50;90;sphagnum_P1;Viitasaari;-1.059039076
826;viitasaari_sphagnum_P1_vol_130_sarka_50;-0.272641424;-0.307595967;-0.340536409;-0.361898389;-0.374388282;-0.380846552;50;130;sphagnum_P1;Viitasaari;-0.788602189
827;viitasaari_sphagnum_P1_vol_175_sarka_50;-0.281695243;-0.316997348;-0.380465948;-0.402379896;-0.413675474;-0.418679112;50;175;sphagnum_P1;Viitasaari;-0.603996786
828;laihia_sphagnum_P2_vol_45_sarka_50;-0.183944019;-0.220284711;-0.246751109;-0.263524132;-0.275660613;-0.280777632;50;45;sphagnum_P2;Laihia;-1.3
829;laihia_sphagnum_P2_vol_90_sarka_50;-0.263157098;-0.288634248;-0.31308072;-0.347527864;-0.410943195;-0.427135319;50;90;sphagnum_P2;Laihia;-0.907796651
830;laihia_sphagnum_P2_vol_130_sarka_50;-0.30817848;-0.330481199;-0.373543853;-0.441932675;-0.458064476;-0.468783148;50;130;sphagnum_P2;Laihia;-0.590653033
831;laihia_sphagnum_P2_vol_175_sarka_50;-0.326818256;-0.347909556;-0.403875461;-0.458138932;-0.474410595;-0.486560586;50;175;sphagnum_P2;Laihia;-0.50747042
832;viitasaari_sphagnum_P2_vol_45_sarka_50;-0.167505298;-0.187345182;-0.203742484;-0.217369736;-0.228066993;-0.234872583;50;45;sphagnum_P2;Viitasaari;-1.3
833;viitasaari_sphagnum_P2_vol_90_sarka_50;-0.217445441;-0.242990766;-0.275730793;-0.294958853;-0.312067601;-0.318611532;50;90;sphagnum_P2;Viitasaari;-1.3
834;viitasaari_sphagnum_P2_vol_130_sarka_50;-0.251976835;-0.285993833;-0.306059479;-0.325436981;-0.339437656;-0.347040435;50;130;sphagnum_P2;Viitasaari;-1.3
835;viitasaari_sphagnum_P2_vol_175_sarka_50;-0.274331877;-0.295538919;-0.317638381;-0.334993732;-0.348969504;-0.357198258;50;175;sphagnum_P2;Viitasaari;-1.125046222
836;kankaanpaa_sphagnum_P1_vol_45_sarka_30;-0.246587707;-0.365482871;-0.455679707;-0.553906506;-0.61069007;-0.645160751;30;45;sphagnum_P1;Kankaanpaa;-0.473955423
837;kankaanpaa_sphagnum_P1_vol_90_sarka_30;-0.324026801;-0.415502028;-0.518788272;-0.605437965;-0.657738509;-0.701537916;30;90;sphagnum_P1;Kankaanpaa;-0.356787394
838;kankaanpaa_sphagnum_P1_vol_130_sarka_30;-0.367491746;-0.448758041;-0.54949765;-0.636679604;-0.691784586;-0.735453985;30;130;sphagnum_P1;Kankaanpaa;-0.3
839;kankaanpaa_sphagnum_P1_vol_175_sarka_30;-0.389791513;-0.463943242;-0.563063095;-0.650226898;-0.706369198;-0.748883818;30;175;sphagnum_P1;Kankaanpaa;-0.3
840;juva_sphagnum_P1_vol_45_sarka_30;-0.286559417;-0.399069333;-0.506484606;-0.592433291;-0.660175105;-0.691828709;30;45;sphagnum_P1;Juva;-0.412773319
841;juva_sphagnum_P1_vol_90_sarka_30;-0.357757717;-0.459244752;-0.558383438;-0.654990167;-0.717108947;-0.756764437;30;90;sphagnum_P1;Juva;-0.3
842;juva_sphagnum_P1_vol_130_sarka_30;-0.405862735;-0.504459361;-0.599081172;-0.689855252;-0.746972349;-0.786380212;30;130;sphagnum_P1;Juva;-0.3
843;juva_sphagnum_P1_vol_175_sarka_30;-0.428623868;-0.52190478;-0.614076531;-0.701506644;-0.758658491;-0.79795653;30;175;sphagnum_P1;Juva;-0.3
844;kankaanpaa_sphagnum_P2_vol_45_sarka_30;-0.236450999;-0.28875599;-0.394515508;-0.462949589;-0.538925237;-0.584692792;30;45;sphagnum_P2;Kankaanpaa;-0.615817491
845;kankaanpaa_sphagnum_P2_vol_90_sarka_30;-0.287696645;-0.386596417;-0.455297717;-0.538454098;-0.609681107;-0.646118807;30;90;sphagnum_P2;Kankaanpaa;-0.425992919
846;kankaanpaa_sphagnum_P2_vol_130_sarka_30;-0.364035332;-0.428720137;-0.494927433;-0.574910027;-0.651570164;-0.689043795;30;130;sphagnum_P2;Kankaanpaa;-0.3
847;kankaanpaa_sphagnum_P2_vol_175_sarka_30;-0.385831756;-0.444417086;-0.512131287;-0.590592913;-0.668741838;-0.705246343;30;175;sphagnum_P2;Kankaanpaa;-0.3
848;juva_sphagnum_P2_vol_45_sarka_30;-0.266013706;-0.352152884;-0.431341509;-0.513699726;-0.580439129;-0.623756297;30;45;sphagnum_P2;Juva;-0.495001383
849;juva_sphagnum_P2_vol_90_sarka_30;-0.348955128;-0.420484981;-0.506715783;-0.575110353;-0.653362692;-0.702950089;30;90;sphagnum_P2;Juva;-0.302921499
850;juva_sphagnum_P2_vol_130_sarka_30;-0.403409831;-0.469595657;-0.546116384;-0.625405254;-0.698559929;-0.742880963;30;130;sphagnum_P2;Juva;-0.3
851;juva_sphagnum_P2_vol_175_sarka_30;-0.432478004;-0.488925302;-0.575481972;-0.647216041;-0.716367832;-0.75943258;30;175;sphagnum_P2;Juva;-0.3
852;kankaanpaa_sphagnum_P1_vol_45_sarka_50;-0.163463419;-0.196385633;-0.243401467;-0.272516432;-0.285768889;-0.291853947;50;45;sphagnum_P1;Kankaanpaa;-1.3
853;kankaanpaa_sphagnum_P1_vol_90_sarka_50;-0.239391693;-0.274158253;-0.312130136;-0.336994917;-0.347014662;-0.352386649;50;90;sphagnum_P1;Kankaanpaa;-1.211144647
854;kankaanpaa_sphagnum_P1_vol_130_sarka_50;-0.272717045;-0.321217336;-0.370970581;-0.396899304;-0.411191611;-0.417899701;50;130;sphagnum_P1;Kankaanpaa;-0.615701655
855;kankaanpaa_sphagnum_P1_vol_175_sarka_50;-0.300144242;-0.344616814;-0.390396079;-0.418584688;-0.432315464;-0.439825393;50;175;sphagnum_P1;Kankaanpaa;-0.52351801
856;juva_sphagnum_P1_vol_45_sarka_50;-0.187051243;-0.226942628;-0.279277323;-0.31836412;-0.33218325;-0.34067139;50;45;sphagnum_P1;Juva;-1.3
857;juva_sphagnum_P1_vol_90_sarka_50;-0.280228631;-0.33804137;-0.387183857;-0.420096074;-0.439406543;-0.44880718;50;90;sphagnum_P1;Juva;-0.54866921
858;juva_sphagnum_P1_vol_130_sarka_50;-0.348686798;-0.395422482;-0.44044132;-0.469028283;-0.488872147;-0.499374824;50;130;sphagnum_P1;Juva;-0.305619697
859;juva_sphagnum_P1_vol_175_sarka_50;-0.36507319;-0.416690809;-0.45702969;-0.484918326;-0.504467963;-0.514890753;50;175;sphagnum_P1;Juva;-0.3
860;kankaanpaa_sphagnum_P2_vol_45_sarka_50;-0.152743905;-0.172080469;-0.188427564;-0.203559306;-0.215264141;-0.221884541;50;45;sphagnum_P2;Kankaanpaa;-1.3
861;kankaanpaa_sphagnum_P2_vol_90_sarka_50;-0.222916084;-0.254426758;-0.27876271;-0.298499263;-0.314028669;-0.32153754;50;90;sphagnum_P2;Kankaanpaa;-1.3
862;kankaanpaa_sphagnum_P2_vol_130_sarka_50;-0.250832934;-0.295008833;-0.321087385;-0.341417777;-0.350825677;-0.357949833;50;130;sphagnum_P2;Kankaanpaa;-1.082447156
863;kankaanpaa_sphagnum_P2_vol_175_sarka_50;-0.271007386;-0.321164747;-0.349451265;-0.373141926;-0.386505566;-0.378030719;50;175;sphagnum_P2;Kankaanpaa;-0.704632501
864;juva_sphagnum_P2_vol_45_sarka_50;-0.164711686;-0.197181397;-0.22691847;-0.244648058;-0.257497697;-0.263205783;50;45;sphagnum_P2;Juva;-1.3
865;juva_sphagnum_P2_vol_90_sarka_50;-0.272824497;-0.299566994;-0.330570268;-0.356859288;-0.377320064;-0.389174867;50;90;sphagnum_P2;Juva;-0.847816328
866;juva_sphagnum_P2_vol_130_sarka_50;-0.327174305;-0.37535933;-0.407196033;-0.43491174;-0.448066792;-0.457614051;50;130;sphagnum_P2;Juva;-0.394741862
867;juva_sphagnum_P2_vol_175_sarka_50;-0.360588651;-0.405312318;-0.432973675;-0.454492109;-0.470068704;-0.479631275;50;175;sphagnum_P2;Juva;-0.3
868;hyrynsalmi_sphagnum_P1_vol_0_sarka_30;-0.162796318;-0.228437389;-0.320470377;-0.396813732;-0.448215856;-0.482933911;30;0;sphagnum_P1;Hyrynsalmi;-0.777360035
869;ylitornio_sphagnum_P1_vol_0_sarka_30;-0.152403409;-0.226391084;-0.301436959;-0.367780518;-0.422816465;-0.454819602;30;0;sphagnum_P1;Ylitornio;-0.846398661
870;hyrynsalmi_sphagnum_P2_vol_0_sarka_30;-0.144727263;-0.189304375;-0.231801286;-0.275415381;-0.329708222;-0.3557567;30;0;sphagnum_P2;Hyrynsalmi;-1.255800105
871;ylitornio_sphagnum_P2_vol_0_sarka_30;-0.139923553;-0.172851978;-0.2184085;-0.272502478;-0.325957323;-0.355258374;30;0;sphagnum_P2;Ylitornio;-1.26410795
872;hyrynsalmi_sphagnum_P1_vol_0_sarka_50;-0.084294501;-0.108464858;-0.129014188;-0.144977201;-0.156602983;-0.162701413;50;0;sphagnum_P1;Hyrynsalmi;-1.3
873;ylitornio_sphagnum_P1_vol_0_sarka_50;-0.076265913;-0.099093461;-0.114126191;-0.131817183;-0.142160861;-0.145950369;50;0;sphagnum_P1;Ylitornio;-1.3
874;hyrynsalmi_sphagnum_P2_vol_0_sarka_50;-0.075669062;-0.087955772;-0.102777204;-0.117291947;-0.130249343;-0.135997086;50;0;sphagnum_P2;Hyrynsalmi;-1.3
875;ylitornio_sphagnum_P2_vol_0_sarka_50;-0.069169678;-0.080612267;-0.092544607;-0.10393718;-0.113384817;-0.116674456;50;0;sphagnum_P2;Ylitornio;-1.3
876;siikajoki_sphagnum_P1_vol_0_sarka_30;-0.17079472;-0.239604613;-0.336425122;-0.45324285;-0.520489622;-0.569852643;30;0;sphagnum_P1;Siikajoki;-0.723241127
877;ilomantsi_sphagnum_P1_vol_0_sarka_30;-0.146437773;-0.229308487;-0.292645587;-0.356563202;-0.396489887;-0.435825811;30;0;sphagnum_P1;Ilomantsi;-0.879463558
878;siikajoki_sphagnum_P2_vol_0_sarka_30;-0.155325209;-0.201363641;-0.243659516;-0.300080552;-0.371059812;-0.412280889;30;0;sphagnum_P2;Siikajoki;-1.040659252
879;ilomantsi_sphagnum_P2_vol_0_sarka_30;-0.128588593;-0.168691636;-0.213047281;-0.28123093;-0.323282616;-0.346982912;30;0;sphagnum_P2;Ilomantsi;-1.3
880;siikajoki_sphagnum_P1_vol_0_sarka_50;-0.094084818;-0.117159064;-0.138969736;-0.155354103;-0.166785962;-0.171908315;50;0;sphagnum_P1;Siikajoki;-1.3
881;ilomantsi_sphagnum_P1_vol_0_sarka_50;-0.069309106;-0.083427328;-0.105173832;-0.118476655;-0.132457199;-0.137425405;50;0;sphagnum_P1;Ilomantsi;-1.3
882;siikajoki_sphagnum_P2_vol_0_sarka_50;-0.085251273;-0.099113323;-0.112310154;-0.124997311;-0.135266006;-0.14060456;50;0;sphagnum_P2;Siikajoki;-1.3
883;ilomantsi_sphagnum_P2_vol_0_sarka_50;-0.063200459;-0.072205328;-0.079908252;-0.089699079;-0.100852457;-0.105017878;50;0;sphagnum_P2;Ilomantsi;-1.3
884;laihia_sphagnum_P1_vol_0_sarka_30;-0.157830669;-0.227787308;-0.316147373;-0.421684506;-0.510660887;-0.558086059;30;0;sphagnum_P1;Laihia;-0.764153016
885;viitasaari_sphagnum_P1_vol_0_sarka_30;-0.146851966;-0.211457059;-0.273060467;-0.34319526;-0.390681643;-0.421203183;30;0;sphagnum_P1;Viitasaari;-0.928659753
886;laihia_sphagnum_P2_vol_0_sarka_30;-0.146056378;-0.189464771;-0.230634692;-0.28519775;-0.333477917;-0.386776206;30;0;sphagnum_P2;Laihia;-1.161998549
887;viitasaari_sphagnum_P2_vol_0_sarka_30;-0.130821873;-0.169948508;-0.2057021;-0.248781682;-0.292082421;-0.316294125;30;0;sphagnum_P2;Viitasaari;-1.3
888;laihia_sphagnum_P1_vol_0_sarka_50;-0.088304553;-0.108271126;-0.127896014;-0.143928392;-0.154929814;-0.159205214;50;0;sphagnum_P1;Laihia;-1.3
889;viitasaari_sphagnum_P1_vol_0_sarka_50;-0.074350591;-0.092823781;-0.111251439;-0.122553708;-0.130087582;-0.133340455;50;0;sphagnum_P1;Viitasaari;-1.3
890;laihia_sphagnum_P2_vol_0_sarka_50;-0.07924466;-0.092563093;-0.103416318;-0.1166251;-0.127260594;-0.13091902;50;0;sphagnum_P2;Laihia;-1.3
891;viitasaari_sphagnum_P2_vol_0_sarka_50;-0.064802664;-0.078476218;-0.089023696;-0.100689812;-0.109609853;-0.110994145;50;0;sphagnum_P2;Viitasaari;-1.3
892;kankaanpaa_sphagnum_P1_vol_0_sarka_30;-0.149396032;-0.214885825;-0.27238238;-0.349373473;-0.400195566;-0.443551341;30;0;sphagnum_P1;Kankaanpaa;-0.902465569
893;juva_sphagnum_P1_vol_0_sarka_30;-0.15247599;-0.21799525;-0.302429309;-0.407718369;-0.473416569;-0.508557312;30;0;sphagnum_P1;Juva;-0.790362078
894;kankaanpaa_sphagnum_P2_vol_0_sarka_30;-0.136987469;-0.171194977;-0.210617124;-0.25041577;-0.293545897;-0.313811179;30;0;sphagnum_P2;Kankaanpaa;-1.3
895;juva_sphagnum_P2_vol_0_sarka_30;-0.138091696;-0.183702627;-0.223291302;-0.260817419;-0.300843635;-0.327224526;30;0;sphagnum_P2;Juva;-1.3
896;kankaanpaa_sphagnum_P1_vol_0_sarka_50;-0.072857519;-0.090176147;-0.105984647;-0.118145349;-0.127903047;-0.132725985;50;0;sphagnum_P1;Kankaanpaa;-1.3
897;juva_sphagnum_P1_vol_0_sarka_50;-0.072942229;-0.096884214;-0.119014246;-0.134797535;-0.14228634;-0.148231071;50;0;sphagnum_P1;Juva;-1.3
898;kankaanpaa_sphagnum_P2_vol_0_sarka_50;-0.06662285;-0.07592297;-0.085142387;-0.094883033;-0.103379724;-0.105581538;50;0;sphagnum_P2;Kankaanpaa;-1.3
899;juva_sphagnum_P2_vol_0_sarka_50;-0.06590796;-0.076281429;-0.08589519;-0.100489937;-0.114640179;-0.120410693;50;0;sphagnum_P2;Juva;-1.3
